quote,author
"“I waited for ancient portals, hidden doors and secrets gardens through which I could commune with you.”",Ruqayya Shaheed Khan
"“Dante, Dante, Dante. He was like a heart that was beating in every pore of my body. His heart was beating in my heart. His heart was beating in my head. His heart was beating in my stomach. His heart was beating in my legs. His heart was beating in my arms, my hands, my fingers. His heart was beating in my tongue, my lips. No wonder I was trembling. Trembling, trembling, trembling.”","Benjamin Alire Sáenz,"
“For we've all carried too much -,Laura Chouette
“There is a part of you I can't quite forget - where my memories grow flowers and the past outreaches my gardens gate; where the words I rather forget become a book of regret.”,Laura Chouette
“When I needed the comfort of your presence. All that you gave me was this loneliness.”,Garima Soni - words world
“Love is a dog. Which dog ? It depends on your experience”,"Malay Roychoudhury,"
“Silver may paint your words - but gold speaks in a way that outlives the greatest poets.”,Laura Chouette
"“The deeply spiritual man can no longer bear all the noise of the public. Thus, avoiding general politics and the immense masses in his service.”",Mwanandeke Kindembo
"“What good is it to be sad after identifying the problem? You can only be sad when you are still confused, otherwise your sadness is just a matter of choice.”",Mwanandeke Kindembo
“What should i write about her. My pen knows her better than me.”,Rehan Katrawale
“Walking out of a weak relation will always make you strong.”,Garima Soni - words world
"“When your heart is pure and your love sincere, you don't have to prove it to anyone. Your actions will do that.”",Charles F Glassman
“Sometimes people sneak up on you and suddenly you don't know how you ever lived without them. How you went about your day and hung out with your friends and fucked other people without having this one important person in your life.”,"Elle Kennedy,"
"“With gentleness and forgiveness, dismantle the scorn. A compassionate heart for others is important. Keep your life hate-free, and love the people around you. It is vital to remember this: kindness is everything. Let there be no animosity, but spread benevolence for each other.”",D.L. Lewis
“Is it an unseen force that propels you and me toward each other?,Avijeet Das
"“I don't want to need you, 'cause I can't have you.”","Robert James Waller,"
“I lost myself in loving you.”,Garima Soni - words world
“We've all carried too much -,Laura Chouette
“Crimson lines paint different hearts,Laura Chouette
"“Sempre pensei, desde que me descobri e, mesmo antes, quando sentia que eu era diferente... e, depois de todos esses últimos anos, todas as maluquices que a minha cabeça faz... sempre pensei em mim como um problema que merecia ser escondido. Nunca confiei muito em mim mesmo, ou no que eu queria. Antes de você, eu deixava que tudo acontecesse comigo. Eu sinceramente nunca pensei que merecia escolher. - Sua mão se move, os dedos passando por um cacho atrás da orelha de Alex. - Mas você me trata como se eu merecesse.”","Casey McQuiston,"
“Priorities change and so does people”,"Rehan Katrawale,"
“Love on today even if it stutters.”,Felicia Miracle Hankins
"“Arranged marriage is literally an arrow to the heart. It pierces deep inside, but its fruits are still beautiful at the end.”",Mwanandeke Kindembo
“Love on today even if it stutters”,Felicia Miracle Hankins
“I want to keep it forever. I want to love you the way I do now the rest of my life. Don't you understand... we'll lose it if we leave. I can't make an entire life disappear to start a new one. All I can do is try to hold onto to both. Help me. Help me not lose loving you.”,Robert James Weller
"“In the case of a charity, you must give without any conditions.”",Mwanandeke Kindembo
“Something special may become unnecessary in the near future. The unnecessary becomes special too. Mood swings. That's why there is always a second chance in life.”,Mwanandeke Kindembo
“We all can touch the flame - but it's the moments we remain in it that burn us.”,Laura Chouette
"“The content structures of our existence, whether of mind or body, are helpful in our daily activities. Nevertheless, these can also be very manipulative and restrictive concerning conscious awakening. Thoughts and emotions can be excellent students of life. However, they cannot and should never be the teacher or master of this mystery.”","Steve Leasock,"
"“Yizhi gapes at me. Then a disbelieving laugh rolls out of him. ""All right, let me make this clear: Wu Zetian, you inspire me. Whenever i lose hope that the world can change, I remember you. I remember how you fight for what you want, no matter what anyone says, no matter what stands in your way."" He draws me into his arms and murmurs into my hair. ""You're my polar star, I'll go wherever you guide me.”","Xiran Jay Zhao,"
"“If grief is the presence of love without a place to go, then being in love is the presence of mutually reciprocated love that is all encompassing and grabs the attention of every atom of your being. It captures all our senses, and everything comes to a screeching halt. The world slows down, and we are in a state of bliss. It hijacks our thoughts and impulses.”","Keisha Blair,"
"“Love after a time of loss can be a beautiful thing: it brings a new perspective, it decreases loneliness and increases companionship, and, for these reasons, it increases holistic wealth.”","Keisha Blair,"
“Love is something that firmly grounds us in the present. I don’t know if you can get more mindful than when you are in a state of being in love.”,"Keisha Blair,"
"“Love is like a cocoon—like a coconut shell with the outer hardened husk that protects us from all external harms because of its high resistance to abrasion and the soft white inside core, full of flesh that envelops us with its softened, fragrant nutrients.”","Keisha Blair,"
“Where can I find the true biography of God? All the so-called gods with autobiographies and biographies are not worthy to be worshipped.”,Mwanandeke Kindembo
“I still love you but I don't want you back.”,Garima Soni - words world
“A soul connection will never fade away due to distance.”,Garima Soni - words world
“Everything dies once - only love dies twice.”,Laura Chouette
“Fear God and not men. For Jesus was a man and not a woman.”,Mwanandeke Kindembo
“Your expectations will never be a burden on someone who truly loves you.”,Garima Soni - words world
“Everything dies once -,Laura Chouette
